id,rank,discipline,yrs.since.phd,yrs.service,sex,salary
720,AssocProf,A,16,7,Male,145859
721,AssocProf,B,0,14,Male,64717
722,AssocProf,A,17,16,Female,233430
723,AsstProf,B,9,7,Male,217329
724,AsstProf,A,16,10,Male,51007
725,Prof,A,0,4,Male,196703
726,AssocProf,A,8,2,Female,167372
727,AssocProf,B,15,2,Female,151886
728,AssocProf,B,8,0,Female,96031
729,AsstProf,B,9,16,Female,215886
730,AssocProf,B,16,6,Female,105980
731,Prof,A,5,18,Female,124747
732,AssocProf,B,19,11,Male,236472
733,AssocProf,A,16,14,Female,230631
734,AssocProf,A,19,12,Male,228953
735,AssocProf,A,5,2,Male,185690
736,AsstProf,B,17,4,Female,140941
737,AssocProf,B,5,6,Female,180349
738,AsstProf,B,12,7,Male,214834
739,AsstProf,A,17,4,Female,201826
740,AssocProf,B,4,19,Male,109175
741,AsstProf,B,15,2,Male,196868
742,AssocProf,A,19,13,Male,170102
743,Prof,A,16,6,Male,138077
744,AssocProf,B,15,3,Male,145465
745,AssocProf,A,18,5,Male,77599
746,AsstProf,B,0,10,Male,206772
747,AssocProf,A,17,19,Male,75381
748,AssocProf,B,9,9,Female,135880
749,AsstProf,B,10,18,Female,196956
750,AsstProf,B,8,2,Female,165309
751,Prof,A,6,11,Male,137578
752,AssocProf,A,15,3,Female,62069
753,AsstProf,B,11,9,Male,131185
754,Prof,B,6,2,Male,55237
755,AsstProf,B,3,1,Female,221558
756,Prof,A,9,16,Female,84364
757,AsstProf,B,11,12,Female,73405
758,Prof,B,1,3,Female,54981
759,AssocProf,B,4,3,Female,71016
760,Prof,B,16,12,Female,186769
761,AsstProf,A,7,0,Male,213034
762,Prof,B,10,14,Female,223170
763,AsstProf,B,18,7,Male,237389
764,AsstProf,A,14,6,Male,212876
765,AsstProf,A,14,17,Male,236655
766,AsstProf,A,5,0,Male,169215
767,AssocProf,B,2,15,Female,103459
768,AsstProf,B,3,10,Female,170151
769,AsstProf,B,18,12,Female,183509
770,AssocProf,A,12,9,Male,196372
771,Prof,B,13,2,Male,179865
772,Prof,A,7,17,Female,214118
773,AsstProf,A,7,8,Male,107052
774,Prof,A,5,11,Male,207901
775,AsstProf,A,5,12,Male,127081
776,AsstProf,A,19,3,Female,192900
777,AsstProf,A,9,10,Male,116988
778,AsstProf,B,1,10,Female,233979
779,Prof,B,0,13,Female,233058
780,AsstProf,A,15,6,Female,86423
781,Prof,B,11,19,Male,139115
782,AssocProf,A,5,17,Female,98036
783,Prof,A,15,9,Male,186457
784,AssocProf,A,7,17,Female,226524
785,AssocProf,A,1,7,Male,125179
786,Prof,A,16,15,Female,106121
787,AssocProf,A,16,0,Female,173442
788,AsstProf,B,1,18,Male,70672
789,Prof,A,16,0,Male,58242
790,AssocProf,A,0,10,Male,206270
791,AssocProf,B,18,18,Male,52013
792,AssocProf,B,3,18,Female,227891
793,AssocProf,B,16,14,Female,185936
794,AsstProf,A,15,15,Male,172702
795,AsstProf,B,4,7,Male,77442
796,AsstProf,A,8,6,Female,181170
797,AssocProf,B,4,5,Female,53176
798,AssocProf,A,9,18,Male,208852
799,Prof,B,12,14,Male,216740
800,AssocProf,A,13,2,Male,219636
801,AsstProf,A,10,0,Male,231450
802,Prof,B,16,1,Male,205488
803,Prof,B,13,19,Male,117132
804,AsstProf,B,5,13,Female,222644
805,AsstProf,A,19,19,Female,223867
806,AssocProf,A,14,4,Male,158848
807,AsstProf,B,13,7,Female,81676
808,Prof,B,8,1,Male,121926
809,AsstProf,B,19,5,Male,78839
810,Prof,A,5,2,Male,154829
811,AsstProf,A,6,9,Male,79967
812,Prof,A,18,6,Female,199676
813,AssocProf,A,10,4,Female,128703
814,Prof,A,13,6,Male,111630
815,AsstProf,B,5,14,Female,234902
816,Prof,B,12,8,Male,102907
817,Prof,B,15,12,Male,152324
818,Prof,A,10,19,Male,228425
819,Prof,A,16,17,Female,235797
820,Prof,B,5,3,Male,148005
821,AssocProf,B,0,15,Male,211098
822,AsstProf,B,0,16,Male,101818
823,Prof,B,7,1,Female,151804
824,Prof,B,2,3,Male,186144
825,AssocProf,A,18,3,Female,91124
826,AsstProf,A,19,18,Female,91228
827,Prof,B,15,3,Male,146800
828,AssocProf,A,0,2,Male,169961
829,AsstProf,B,16,10,Female,158765
830,AsstProf,A,13,11,Male,133274
831,AsstProf,A,18,2,Female,100490
832,AssocProf,B,18,6,Female,121185
833,AssocProf,B,16,10,Male,126699
834,Prof,B,15,18,Female,113959
835,Prof,B,13,15,Male,102420
836,Prof,A,7,17,Female,60530
837,AssocProf,B,5,16,Female,87651
838,Prof,B,13,0,Male,54999
839,AsstProf,A,19,10,Male,174105
840,Prof,A,3,0,Female,57985
841,Prof,B,1,13,Female,131970
842,AssocProf,A,8,15,Male,194495
843,Prof,B,8,6,Female,171971
844,AsstProf,A,4,18,Female,96050
845,AssocProf,A,8,8,Female,94272
846,AssocProf,A,15,3,Male,53077
847,AsstProf,B,14,12,Female,213721
848,Prof,B,18,2,Female,92318
849,Prof,B,5,6,Female,172183
850,Prof,B,0,9,Female,77604
851,AsstProf,B,0,8,Female,83216
852,Prof,B,1,19,Female,114031
853,AsstProf,A,13,3,Male,93974
854,AssocProf,B,8,10,Female,87732
855,AsstProf,A,1,19,Female,176938
856,AssocProf,B,5,15,Male,110232
857,AssocProf,B,17,6,Male,207519
858,AsstProf,B,14,9,Male,125470
859,AssocProf,A,0,5,Female,121858
860,AsstProf,B,16,11,Female,52552
861,AsstProf,A,17,9,Female,149997
862,AsstProf,A,3,16,Male,219318
863,Prof,A,6,1,Female,111597
864,AsstProf,B,5,15,Male,150147
865,AssocProf,B,12,11,Female,111372
866,AsstProf,A,3,16,Female,148720
867,Prof,A,19,16,Male,194612
868,AssocProf,A,1,1,Female,190990
869,AsstProf,B,12,14,Male,80862
870,AssocProf,B,10,16,Female,198924
871,AssocProf,B,18,14,Female,174889
872,AsstProf,A,11,15,Male,161823
873,AssocProf,B,19,17,Female,168167
874,AssocProf,A,17,12,Female,177593
875,AsstProf,B,5,0,Male,139972
876,AssocProf,B,13,3,Female,151490
877,Prof,A,3,11,Female,94027
878,AssocProf,A,17,14,Female,185832
879,AsstProf,B,13,11,Female,152575
880,AsstProf,A,3,19,Female,113352
881,AssocProf,A,0,2,Male,57286
882,AsstProf,B,7,17,Female,98206
883,AssocProf,A,3,15,Male,223827
884,Prof,A,4,14,Female,169449
885,AssocProf,B,16,13,Female,216142
886,Prof,A,4,11,Male,136282
887,AssocProf,A,8,6,Male,154153
888,AssocProf,B,9,9,Female,148938
889,AssocProf,B,11,2,Female,166633
890,AsstProf,B,11,12,Female,128209
891,Prof,B,0,19,Male,108985
892,AssocProf,A,14,4,Female,103216
893,AsstProf,B,4,8,Female,101691
894,AssocProf,B,14,13,Male,114291
895,AssocProf,A,7,17,Female,73950
896,Prof,A,1,6,Female,103493
897,AssocProf,A,16,1,Female,119928
898,AssocProf,A,10,5,Male,219687
899,Prof,A,12,11,Female,205515
900,AssocProf,B,0,7,Female,114263
901,AsstProf,A,9,3,Female,56981
902,AsstProf,A,14,10,Male,131250
903,AsstProf,A,14,4,Female,182041
904,Prof,A,16,17,Female,161655
905,Prof,B,11,3,Male,62458
906,AsstProf,A,5,7,Male,170046
907,AsstProf,B,6,17,Male,127229
908,Prof,A,10,7,Male,197230
909,Prof,A,10,14,Male,175067
910,AsstProf,A,3,2,Male,228399
911,AssocProf,B,16,9,Female,182307
912,Prof,B,7,16,Male,91210
913,AssocProf,A,7,13,Female,179180
914,Prof,B,17,9,Female,178430
915,Prof,A,16,11,Male,220773
916,AsstProf,A,0,3,Female,223971
917,Prof,A,5,5,Male,236061
918,Prof,B,16,12,Male,197528
919,Prof,B,8,3,Female,216439
920,AssocProf,B,8,0,Female,194261
921,AsstProf,A,12,6,Female,81456
922,AsstProf,A,13,19,Female,170857
923,Prof,A,13,5,Male,150122
924,AssocProf,B,17,2,Female,232932
925,Prof,B,16,18,Male,205148
926,AssocProf,B,2,19,Female,233959
927,AssocProf,A,3,6,Male,134650
928,Prof,B,16,19,Female,113126
929,AsstProf,B,7,0,Female,58859
930,Prof,B,15,5,Female,52044
931,AssocProf,A,14,14,Male,107129
932,AssocProf,B,15,0,Female,83878
933,AssocProf,A,5,5,Female,212947
934,Prof,B,15,10,Female,204866
935,AssocProf,B,3,7,Male,102189
936,AssocProf,B,14,18,Female,116174
937,Prof,B,8,16,Male,122615
938,AsstProf,B,11,2,Female,87820
939,AssocProf,B,15,8,Male,60573
940,AsstProf,B,9,19,Male,63982
941,Prof,B,5,16,Male,185643
942,Prof,B,16,13,Female,228139
943,AsstProf,A,11,16,Male,132094
944,Prof,A,3,15,Male,147301
945,Prof,B,13,1,Female,153926
946,AsstProf,B,18,13,Male,177458
947,Prof,B,19,14,Female,200824
948,AssocProf,B,2,0,Female,177773
949,Prof,A,15,5,Male,141615
950,Prof,B,0,4,Male,166573
951,AssocProf,A,5,14,Female,73880
952,AsstProf,B,10,6,Female,215022
953,AsstProf,B,16,8,Female,237333
954,AssocProf,A,15,13,Male,76773
955,Prof,A,0,8,Female,171958
956,AssocProf,B,11,13,Male,107489
957,AssocProf,B,14,2,Female,226830
958,AsstProf,A,16,5,Male,138799
959,Prof,B,16,2,Female,151995
960,Prof,A,15,4,Female,148389
961,AssocProf,A,1,0,Male,132908
962,AsstProf,B,17,14,Male,128657
963,Prof,B,1,7,Female,136352
964,AssocProf,B,8,10,Female,178482
965,Prof,A,7,18,Male,123201
966,Prof,A,14,4,Female,122127
967,AssocProf,B,14,1,Male,143683
968,AsstProf,A,17,11,Male,138760
969,Prof,B,9,6,Male,123215
970,AsstProf,A,0,1,Male,92468
971,AsstProf,A,4,0,Female,184403
972,AssocProf,A,10,6,Female,139871
973,AsstProf,A,18,4,Female,198559
974,AssocProf,B,11,6,Male,141325
975,AssocProf,A,4,7,Female,69541
976,AssocProf,A,11,11,Male,153508
977,Prof,B,11,13,Female,189525
978,AssocProf,A,6,5,Male,136015
979,Prof,A,0,2,Male,100052
980,AsstProf,A,6,11,Male,75783
981,AssocProf,A,11,4,Female,70045
982,AssocProf,B,6,2,Male,133238
983,AssocProf,A,10,6,Male,124738
984,Prof,B,5,10,Male,134122
985,Prof,A,1,14,Male,228899
986,Prof,A,1,12,Female,111467
987,AssocProf,A,16,14,Female,147864
988,AsstProf,A,10,0,Female,153752
989,AsstProf,B,1,17,Male,154318
990,Prof,A,15,18,Female,206813
991,AssocProf,A,14,12,Female,130355
992,Prof,A,7,0,Female,217650
993,AsstProf,A,19,13,Male,169322
994,AssocProf,B,9,9,Male,219733
995,Prof,A,5,12,Male,186422
996,AsstProf,B,3,14,Female,188625
997,AsstProf,B,2,2,Male,168301
998,Prof,A,7,15,Male,175118
999,AsstProf,A,12,7,Female,106488
1000,Prof,A,14,4,Male,130213
1001,AsstProf,B,3,17,Male,55306
1002,Prof,A,8,12,Female,137309
1003,Prof,A,13,6,Female,131629
1004,Prof,B,4,13,Female,179674
1005,Prof,A,18,7,Male,80210
1006,AsstProf,A,19,10,Female,149163
1007,Prof,B,15,17,Male,174266
1008,AssocProf,B,12,16,Male,189222
1009,AssocProf,A,2,18,Female,60388
1010,AsstProf,A,17,8,Male,153532
1011,Prof,B,16,3,Female,144889
1012,AssocProf,A,8,3,Female,109021
1013,Prof,B,15,5,Male,152664
1014,AsstProf,A,2,10,Female,215625
1015,AsstProf,A,7,15,Male,208953
1016,AsstProf,A,11,5,Female,101096
1017,AsstProf,B,16,18,Male,223077
1018,AssocProf,A,17,7,Female,232595
1019,AssocProf,A,16,3,Male,165024
1020,AssocProf,B,18,6,Female,187005
1021,AssocProf,B,3,11,Female,162439
1022,Prof,A,0,3,Female,55233
1023,AsstProf,A,7,0,Male,92824
1024,AsstProf,A,5,12,Male,144016
1025,AsstProf,A,5,2,Male,54306
1026,AsstProf,B,16,13,Female,119452
1027,Prof,A,16,6,Female,153587
1028,AsstProf,A,12,0,Male,215553
1029,AsstProf,A,19,14,Male,176234
1030,AsstProf,B,3,13,Male,187216
1031,AssocProf,A,9,7,Female,198508
1032,AsstProf,A,14,0,Male,210004
1033,Prof,B,19,15,Male,236931
1034,AsstProf,B,4,8,Male,132461
1035,AssocProf,A,1,10,Male,112101
1036,AsstProf,A,16,11,Male,189624
1037,AsstProf,A,2,18,Male,92230
1038,Prof,B,8,1,Female,220268
1039,Prof,B,18,1,Female,87073
1040,Prof,B,9,3,Female,96145
1041,Prof,B,10,19,Male,159101
1042,AssocProf,B,9,5,Male,214896
1043,AsstProf,B,3,16,Female,238110
1044,AsstProf,A,0,15,Female,171163
1045,AsstProf,A,1,2,Male,136963
1046,AssocProf,A,1,0,Female,99718
1047,Prof,B,7,6,Female,95228
1048,AsstProf,A,16,6,Male,161526
1049,AssocProf,B,19,10,Female,177400
1050,AsstProf,A,14,16,Male,217412
1051,AsstProf,A,19,1,Female,62011
1052,AssocProf,A,10,8,Male,131736
1053,AsstProf,A,13,9,Male,77245
1054,AssocProf,A,6,5,Male,230221
1055,AssocProf,B,5,10,Female,223751
1056,Prof,A,6,10,Female,79095
1057,AssocProf,B,4,18,Male,82228
1058,Prof,B,12,10,Male,79602
1059,Prof,A,7,4,Female,86600
1060,Prof,B,15,19,Female,110916
1061,AsstProf,B,4,17,Female,198290
1062,Prof,A,3,4,Female,122999
1063,AssocProf,B,7,11,Male,237069
1064,Prof,B,10,12,Male,184134
1065,AssocProf,B,18,3,Male,62916
1066,AssocProf,A,13,14,Male,192894
1067,AsstProf,B,0,10,Male,184344
1068,AssocProf,B,11,6,Male,97997
1069,AsstProf,B,14,19,Male,232624
1070,AssocProf,B,7,15,Female,116920
1071,AssocProf,B,2,16,Female,95865
1072,Prof,A,1,6,Male,112060
1073,Prof,A,3,18,Male,110425
1074,AssocProf,A,7,15,Male,74139
1075,AssocProf,B,15,7,Male,101980
1076,AssocProf,A,13,16,Female,215119
1077,Prof,A,10,19,Male,94187
1078,AsstProf,A,7,3,Male,109864
1079,Prof,A,7,0,Male,107070
1080,Prof,A,17,16,Female,154394
1081,Prof,B,6,3,Female,163311
1082,AssocProf,A,10,0,Female,140125
1083,AsstProf,A,5,17,Female,237411
1084,AsstProf,B,8,9,Female,224499
1085,AssocProf,B,15,4,Male,65173
1086,AssocProf,A,7,7,Male,188201
1087,AssocProf,A,12,11,Female,102279
1088,AssocProf,B,11,18,Male,179078
1089,Prof,B,14,18,Female,136161
1090,AsstProf,A,11,6,Male,150877
1091,AssocProf,B,0,12,Female,213055
1092,Prof,B,5,7,Female,110267
1093,AsstProf,A,3,7,Female,136685
1094,AssocProf,B,13,12,Male,107859
1095,AsstProf,B,3,18,Female,74031
1096,AsstProf,A,7,10,Male,120254
1097,AssocProf,B,11,7,Female,165872
1098,Prof,B,7,19,Male,221533
1099,AsstProf,B,12,7,Male,63457
1100,AssocProf,A,3,16,Female,67132
1101,AssocProf,A,16,11,Female,186574
1102,AssocProf,A,4,9,Female,178701
1103,AssocProf,B,4,4,Male,228099
1104,AsstProf,B,2,6,Female,99541
1105,AssocProf,B,13,16,Male,180617
1106,AssocProf,A,1,19,Male,120050
1107,AssocProf,B,9,8,Male,84932
1108,AssocProf,B,0,5,Female,221306
1109,Prof,A,13,1,Male,129916
1110,AssocProf,A,1,10,Male,92293
1111,AsstProf,A,19,15,Female,59987
1112,AssocProf,B,14,16,Female,147973
1113,AssocProf,A,0,16,Male,124963
1114,AssocProf,A,15,2,Male,212907
1115,Prof,A,1,7,Male,73684
1116,AsstProf,B,2,11,Male,148144
1117,AssocProf,A,2,5,Female,167091
1118,Prof,B,11,5,Male,187735
1119,AssocProf,A,4,16,Male,128930
1120,AssocProf,A,3,16,Female,159684
1121,AsstProf,A,7,17,Female,182117
1122,Prof,A,6,11,Female,212203
1123,AsstProf,A,19,2,Female,198295
1124,Prof,A,0,1,Female,121383
1125,AssocProf,A,12,9,Male,178918
1126,AssocProf,A,6,15,Male,165079
1127,AssocProf,B,8,10,Male,206397
1128,AsstProf,A,0,14,Female,127335
1129,Prof,B,1,15,Female,213384
1130,Prof,B,5,14,Male,161375
1131,Prof,A,3,12,Male,190121
1132,AssocProf,B,7,17,Male,97272
1133,AssocProf,B,2,4,Female,121618
1134,Prof,B,9,8,Female,156207
1135,AsstProf,A,11,10,Female,136311
1136,Prof,A,1,17,Female,131316
1137,AsstProf,B,8,14,Female,80912
1138,Prof,A,10,7,Female,228169
1139,AssocProf,B,14,4,Male,72938
1140,Prof,A,11,8,Male,195431
1141,AsstProf,B,5,4,Female,91815
1142,Prof,B,19,9,Female,141388
1143,Prof,B,5,15,Male,200586
1144,AssocProf,B,17,14,Female,178188
1145,Prof,A,19,15,Male,232978
1146,AsstProf,A,1,18,Male,144300
1147,AssocProf,B,0,6,Male,209157
1148,AssocProf,A,10,18,Male,79930
1149,AssocProf,A,10,17,Male,175540
1150,AsstProf,A,1,9,Female,85867
1151,AsstProf,A,11,12,Female,132637
1152,AssocProf,B,10,8,Male,176642
1153,AssocProf,A,12,3,Female,204978
1154,Prof,A,5,8,Male,97866
1155,Prof,B,4,17,Female,176938
1156,Prof,B,7,7,Male,135533
1157,AssocProf,B,6,4,Male,122516
1158,Prof,B,11,8,Male,122923
1159,AssocProf,B,6,2,Female,238447
1160,AssocProf,B,3,0,Male,50502
1161,Prof,B,14,9,Male,85467
1162,Prof,A,19,0,Female,110938
1163,AssocProf,B,2,10,Female,213913
1164,AssocProf,A,2,17,Male,90418
1165,AssocProf,A,9,18,Male,54428
1166,AsstProf,B,13,4,Female,64586
1167,AsstProf,B,8,14,Male,59422
1168,AsstProf,B,3,4,Male,180271
1169,AssocProf,B,18,17,Male,128487
1170,Prof,B,17,17,Male,142794
1171,Prof,B,7,17,Female,162994
1172,Prof,B,7,1,Male,120404
1173,AsstProf,A,13,12,Male,228516
1174,Prof,B,12,3,Male,133161
1175,AsstProf,A,8,17,Female,229071
1176,Prof,B,12,16,Female,123503
1177,Prof,B,13,0,Female,112406
1178,AssocProf,B,4,8,Female,63679
1179,AsstProf,A,1,6,Female,131040
1180,Prof,B,18,16,Female,76963
1181,Prof,B,15,4,Male,103558
1182,AssocProf,B,3,10,Female,219637
1183,Prof,B,13,9,Female,108544
1184,Prof,A,16,17,Male,138857
1185,AsstProf,A,3,0,Male,52590
1186,Prof,A,17,17,Female,91596
1187,AsstProf,A,16,16,Male,130557
1188,Prof,B,16,13,Male,80489
1189,AsstProf,B,19,12,Male,73133
1190,Prof,B,0,5,Female,172770
1191,Prof,B,14,3,Female,50429
1192,AssocProf,B,4,4,Female,138238
1193,AsstProf,A,10,10,Male,59158
1194,AsstProf,B,15,0,Male,104181
1195,AssocProf,B,14,4,Male,80420
1196,AssocProf,A,17,10,Female,181190
1197,AssocProf,A,3,9,Female,62055
1198,Prof,A,7,15,Male,75724
1199,AssocProf,A,13,15,Male,167388
1200,Prof,A,14,9,Male,56188
1201,AssocProf,B,17,1,Male,189016
1202,Prof,B,6,5,Male,161019
1203,AssocProf,B,11,9,Female,74974
1204,Prof,A,16,16,Male,61996
1205,Prof,A,16,12,Female,61495
1206,AssocProf,B,19,0,Male,117689
1207,AssocProf,A,18,11,Male,92117
1208,Prof,B,17,11,Male,80821
1209,AssocProf,B,2,5,Male,187063
1210,Prof,A,14,19,Male,165467
1211,AsstProf,B,15,0,Female,50619
1212,AssocProf,B,12,8,Male,129690
1213,AssocProf,B,16,13,Female,58854
1214,Prof,B,15,3,Female,171845
1215,AssocProf,A,7,14,Female,201134
1216,AssocProf,B,10,5,Male,87037
1217,Prof,A,16,1,Female,158533
1218,Prof,B,3,13,Female,171794
1219,AssocProf,A,18,3,Female,127881
1220,AssocProf,A,12,5,Female,214406
1221,AssocProf,B,0,8,Male,210961
1222,Prof,A,3,7,Male,88578
1223,AssocProf,B,8,11,Male,130033
1224,AssocProf,A,6,1,Male,94768
1225,AsstProf,A,1,19,Female,162438
1226,Prof,A,0,15,Female,227445
1227,AsstProf,B,11,12,Female,110495
1228,AssocProf,A,1,2,Female,147130
1229,AssocProf,A,18,12,Female,126917
1230,AssocProf,A,0,11,Male,154193
1231,AssocProf,B,10,3,Male,206913
1232,Prof,A,18,19,Female,147650
1233,AsstProf,A,15,10,Male,101073
1234,AsstProf,B,1,9,Female,92495
1235,Prof,B,9,6,Female,106970
1236,AssocProf,B,7,10,Male,76175
1237,Prof,A,11,11,Male,195557
1238,AsstProf,A,9,1,Female,79819
1239,AssocProf,A,1,8,Male,59628
1240,AssocProf,A,5,15,Male,172300
1241,AssocProf,A,7,13,Female,129464
1242,AsstProf,B,18,8,Female,157392
1243,AssocProf,B,2,17,Male,205357
1244,AssocProf,B,15,6,Female,95767
1245,Prof,A,15,18,Male,65355
1246,AsstProf,B,0,17,Female,228703
1247,AsstProf,A,1,2,Female,178580
1248,Prof,A,19,12,Female,228262
1249,Prof,A,3,15,Male,185364
1250,AssocProf,B,15,8,Male,237457
1251,AssocProf,B,18,5,Female,178680
1252,AsstProf,A,16,10,Female,88566
1253,AssocProf,B,6,15,Female,173405
1254,Prof,A,2,10,Male,210310
1255,Prof,A,4,19,Male,70417
1256,Prof,B,9,13,Male,56445
1257,AsstProf,A,7,16,Female,62573
1258,AssocProf,A,8,2,Male,91761
1259,Prof,B,4,19,Male,73874
1260,AssocProf,A,9,3,Male,168897
1261,AssocProf,A,1,12,Male,137459
1262,AsstProf,A,17,3,Female,142722
1263,AssocProf,B,12,15,Female,50134
1264,AssocProf,A,0,17,Male,206303
1265,Prof,B,15,10,Male,233395
1266,AssocProf,B,17,5,Female,127765
1267,AssocProf,B,15,19,Male,80861
1268,AsstProf,B,8,3,Male,76805
1269,AssocProf,B,18,15,Female,116088
1270,AssocProf,A,13,10,Male,79201
1271,AsstProf,A,14,2,Female,135654
1272,Prof,A,16,7,Female,58219
1273,AssocProf,A,2,9,Female,74603
1274,AssocProf,B,6,19,Male,164854
1275,AssocProf,B,15,17,Male,157174
1276,AsstProf,B,17,10,Male,180792
1277,AssocProf,A,4,14,Female,219122
1278,Prof,A,9,18,Male,96412
1279,Prof,B,13,2,Female,190010
1280,AssocProf,B,19,3,Male,227510
1281,AssocProf,A,4,19,Female,235122
1282,AsstProf,B,17,9,Male,93340
1283,AssocProf,B,13,5,Male,221870
1284,AssocProf,B,15,18,Female,88078
1285,AssocProf,B,19,14,Female,173629
1286,AsstProf,A,18,1,Female,151393
1287,AssocProf,B,11,16,Male,151556
1288,Prof,A,4,7,Male,114087
1289,AsstProf,B,2,16,Male,228608
1290,Prof,B,4,7,Female,234038
1291,Prof,A,15,15,Female,129085
1292,Prof,B,19,17,Male,107105
1293,AssocProf,B,6,18,Female,217242
1294,Prof,B,17,12,Female,162157
1295,Prof,B,16,18,Female,113389
1296,AssocProf,B,5,5,Female,237862
1297,Prof,A,12,12,Female,100024
1298,Prof,B,3,1,Female,115209
1299,Prof,A,1,7,Female,134045
1300,AssocProf,B,11,15,Male,134889
1301,AsstProf,A,10,5,Male,87466
1302,Prof,A,16,13,Female,71793
1303,Prof,A,4,2,Male,231420
1304,Prof,B,12,1,Male,80015
1305,AsstProf,A,17,5,Female,128628
1306,Prof,B,7,13,Female,110304
1307,AsstProf,A,1,16,Female,52107
1308,Prof,B,19,18,Female,114986
1309,AsstProf,B,9,1,Female,206025
1310,AsstProf,A,0,0,Female,206732
1311,AssocProf,B,1,14,Female,117173
1312,AssocProf,A,17,9,Male,109817
1313,Prof,B,11,6,Female,50606
1314,Prof,B,3,11,Male,222870
1315,AssocProf,B,2,4,Female,108700
1316,Prof,B,9,3,Male,177192
1317,Prof,B,3,12,Female,223057
1318,Prof,B,10,14,Male,236790
1319,AsstProf,A,13,6,Male,116315
1320,AssocProf,A,9,0,Female,113070
1321,AssocProf,A,12,0,Male,120986
1322,AssocProf,B,15,19,Male,205389
1323,AsstProf,B,6,4,Male,191066
1324,Prof,B,6,14,Male,227131
1325,Prof,A,8,11,Female,235448
1326,Prof,A,9,14,Male,117295
1327,AsstProf,A,14,0,Female,137464
1328,Prof,B,0,19,Female,72719
1329,AsstProf,B,12,18,Female,129681
1330,AssocProf,A,18,4,Female,235113
1331,Prof,B,2,17,Male,162170
1332,Prof,A,8,18,Male,226515
1333,AssocProf,B,10,19,Female,92653
1334,AsstProf,A,2,11,Female,64045
1335,Prof,A,16,10,Male,129595
1336,AsstProf,B,12,1,Male,230784
1337,Prof,B,8,17,Male,69852
1338,Prof,A,9,14,Male,179388
1339,AsstProf,A,6,16,Male,135548
1340,AssocProf,A,6,14,Male,193616
1341,Prof,B,11,9,Female,126662
1342,AsstProf,B,3,17,Male,106370
1343,Prof,A,2,0,Female,230761
1344,Prof,B,12,9,Male,168309
1345,AssocProf,A,15,14,Female,52034
1346,AsstProf,B,13,9,Female,161236
1347,AsstProf,A,12,2,Male,95159
1348,AsstProf,B,7,17,Female,115999
1349,AssocProf,B,4,15,Male,109947
1350,AssocProf,A,11,18,Male,79942
1351,Prof,A,12,0,Female,215109
1352,Prof,B,5,8,Male,172306
1353,AssocProf,A,10,15,Female,200799
1354,AsstProf,B,16,9,Female,215503
1355,AsstProf,B,8,11,Male,121374
1356,AssocProf,B,3,8,Female,196563
1357,AssocProf,A,7,9,Female,120196
1358,Prof,A,5,9,Male,94944
1359,AsstProf,A,18,13,Male,100444
1360,Prof,B,1,10,Female,112953
1361,Prof,B,1,16,Male,140496
1362,AsstProf,B,8,1,Male,101866
1363,AssocProf,A,19,7,Male,151980
1364,Prof,B,17,16,Male,124629
1365,Prof,B,19,18,Female,109856
1366,Prof,B,2,6,Female,65108
1367,AssocProf,A,0,10,Male,234033
1368,AsstProf,A,14,15,Male,90375
1369,AsstProf,A,8,4,Male,110433
1370,Prof,B,11,0,Male,199754
1371,Prof,B,18,3,Female,107064
1372,Prof,A,0,9,Male,201378
1373,AssocProf,A,4,2,Male,89611
1374,AssocProf,B,15,15,Female,161499
1375,AsstProf,B,2,3,Male,226167
1376,AssocProf,A,17,2,Female,148693
1377,AsstProf,A,9,1,Female,70938
1378,AsstProf,B,15,11,Female,70770
1379,AsstProf,A,1,7,Female,52066
1380,AssocProf,A,13,17,Male,63533
1381,AssocProf,A,6,12,Female,124066
1382,AsstProf,A,14,3,Female,120852
1383,AssocProf,A,3,13,Male,103492
1384,Prof,A,4,4,Female,88280
1385,AssocProf,B,16,4,Female,160690
1386,AsstProf,A,5,17,Male,189420
1387,AsstProf,A,12,18,Female,80161
1388,AssocProf,A,3,10,Male,146668
1389,AsstProf,B,11,13,Female,186142
1390,Prof,A,6,9,Female,87872
1391,AssocProf,B,12,7,Male,158376
1392,AssocProf,B,16,9,Male,61916
1393,AsstProf,B,12,17,Male,162600
1394,AsstProf,A,16,8,Female,99057
1395,AssocProf,B,6,8,Female,163384
1396,AssocProf,A,11,12,Female,185523
1397,AssocProf,A,1,14,Male,235459
1398,AssocProf,A,16,13,Male,216911
1399,AssocProf,B,7,0,Female,109811
1400,AssocProf,B,1,6,Male,208441
1401,AsstProf,A,8,5,Male,146148
1402,Prof,A,3,14,Male,145092
1403,AssocProf,A,16,8,Female,82855
1404,AsstProf,B,10,0,Male,179645
